j=1,k=1
i,Min_MS_ten,Min_MS_ten_osk,Min_MS_ten_isk,Min_MS_crip_IC,Min_MS_cr_web,Min_MS_crip,Min_MS_cr_IC_add,Min_MS_comb,Min_MS_ir_isk,Min_MS_ir_osk
1,9.990000000000e+02,9.990000000000e+02,1.042968854051e+01,9.990000000000e+02,9.990000000000e+02,9.990000000000e+02,9.990000000000e+02,6.787276081962e+00,1.584935837186e+01,2.034304499905e+00
